precision,recall,f1-score,support
0.8888888888888888,0.8888888888888888,0.8888888888888888,18.0
0.0,0.0,0.0,2.0
0.8,0.8,0.8,0.8
0.4444444444444444,0.4444444444444444,0.4444444444444444,20.0
0.8,0.8,0.8,20.0
