precision,recall,f1-score,support
0.9915966386554622,0.9554655870445344,0.9731958762886598,494.0
0.08333333333333333,0.3333333333333333,0.13333333333333333,6.0
0.948,0.948,0.948,0.948
0.5374649859943977,0.6443994601889339,0.5532646048109966,500.0
0.9806974789915966,0.948,0.9631175257731959,500.0
